name,molecule,ksize,sigma,expected_collisions,n_unique_kmers,n_theoretical_kmers_log10,n_unique_kmers_log10,unique_over_theoretical_log10
mammalia,protein20,2,20,2.5600060416089115e-22,400,2.6020599913279625,2.6020599913279625,0.0
mammalia,protein20,3,20,4.096009666574257e-17,8000,3.9030899869919438,3.9030899869919438,0.0
mammalia,protein20,4,20,6.513403588955097e-12,159884,5.204119982655925,5.203805004963329,-0.0003149776925956971
mammalia,protein20,5,20,4.449801057419957e-07,2616684,6.505149978319906,6.417751278871228,-0.08739869944867795
mammalia,protein20,6,20,0.0001490301742940051,11707292,7.8061799739838875,7.0684564505408405,-0.737723523443047
mammalia,protein20,7,20,0.0005589583874439596,16692812,9.107209969647869,7.222529502240374,-1.8846804674074944
mammalia,protein20,8,20,0.0007298827372712416,17953895,10.40823996531185,7.254158680964729,-3.1540812843471207
mammalia,protein20,9,20,0.0008276407574140808,18580685,11.709269960975831,7.269061720757533,-4.440208240218298
mammalia,protein20,10,20,0.0009103908860367044,19076334,13.010299956639813,7.280494917719006,-5.729805038920807
mammalia,protein20,11,20,0.0009875795499083558,19508095,14.311329952303794,7.290214861840347,-7.0211150904634465
mammalia,protein20,12,20,0.0010599674691671817,19891845,15.612359947967775,7.298675066490865,-8.31368488147691
mammalia,protein20,13,20,0.0011273578013100305,20237752,16.913389943631756,7.306162269619518,-9.607227674012238
mammalia,protein20,14,20,0.0011921369813832495,20551737,18.214419939295738,7.312848533639587,-10.90157140565615
mammalia,protein20,15,20,0.00125290915301939,20837728,19.51544993495972,7.318850364778481,-12.196599570181238
mammalia,protein20,16,20,0.0013098895352934756,21099430,20.8164799306237,7.3242707230134085,-13.49220920761029
mammalia,protein20,17,20,0.0013650830560556243,21339982,22.11750992628768,7.329194048766803,-14.788315877520878
mammalia,protein20,18,20,0.0014161698770581072,21562114,23.418539921951663,7.333691337847123,-16.08484858410454
mammalia,protein20,19,20,0.0014656793347774212,21767355,24.719569917615644,7.337805660153042,-17.381764257462603
mammalia,protein20,20,20,0.0015115650315894742,21957410,26.020599913279625,7.341581111322449,-18.679018801957177
mammalia,protein20,21,20,0.0015554337646637101,22133911,27.321629908943606,7.345058159324796,-19.97657174961881
mammalia,protein20,22,20,0.0015970154641969643,22297995,28.622659904607588,7.348265813739473,-21.274394090868114
mammalia,protein20,23,20,0.0016368483840023627,22450549,29.92368990027157,7.351226965595703,-22.572462934675865
mammalia,protein20,24,20,0.0016749260354152918,22592671,31.22471989593555,7.353967578064604,-23.870752317870945
mammalia,protein20,25,20,0.0017105143103933738,22725605,32.52574989159953,7.356515453815417,-25.169234437784112
mammalia,protein20,26,20,0.0017440080015240248,22849643,33.82677988726351,7.358879419095532,-26.467900468167983
mammalia,protein20,27,20,0.0017759642069671729,22965617,35.127809882927494,7.361078117774659,-27.766731765152834
mammalia,protein20,28,20,0.0018058501658516424,23073953,36.428839878591475,7.363122003668102,-29.065717874923372
mammalia,protein20,29,20,0.0018335719736044945,23175149,37.729869874255456,7.365022535035296,-30.364847339220162
mammalia,protein20,30,20,0.0018600123080786274,23269746,39.03089986991944,7.366791642788215,-31.664108227131223
mammalia,protein20,31,20,0.0018867672650048353,23358103,40.33192986558342,7.368437569173002,-32.963492296410415
mammalia,dayhoff6,2,6,1.6796199638996066e-26,36,1.5563025007672873,1.5563025007672873,0.0
mammalia,dayhoff6,3,6,2.1767874732138902e-23,216,2.3344537511509307,2.3344537511509307,0.0
mammalia,dayhoff6,4,6,2.821116565285202e-20,1296,3.1126050015345745,3.1126050015345745,0.0
mammalia,dayhoff6,5,6,3.654286686999575e-17,7775,3.8907562519182184,3.890700397698875,-5.5854219343398626e-05
mammalia,dayhoff6,6,6,4.393574684818862e-14,45791,4.668907502301861,4.66078012790725,-0.008127374394611309
mammalia,dayhoff6,7,6,3.283781458490999e-11,239686,5.447058752685505,5.3796426677411535,-0.0674160849443517
mammalia,dayhoff6,8,6,9.107436011181194e-09,981647,6.225210003069149,5.991955343679823,-0.23325465938932588
